year,drug_name,drug_link,drug_info,indication,stn,manufacturer,manufacturer_info,license_num,approval_date,biologics_id
2002,Multiple Products:,, Human Blood and Blood Components,Transfusion/For Further Manufacture,125037/0,"DCI Biologicals Jonesboro, Inc","DCI Biologicals Jonesboro, Inc 2309A East Nettleton Jonesboro, AR 72401 License 1625",1625,2002-07-10,107
2002,Source Plasma,,,For Further Manufacture,125055/0,DCI Biologicals Inc,"DCI Biologicals Inc Greenville, NJ 07110-1199 License 1645",1645,2002-10-29,108
2002,Source Plasma,,,For Further Manufacture,125054/0,"Marion Blood Plasma, Inc","Marion Blood Plasma, Inc 3620 North Post Road Indianapolis, IN 46226 License 1643",1643,2002-11-19,109
2002,COBAS AmpliScreen HCV Test,https://wayback.archive-it.org/7993/20170112095354/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm173197.htm,Hepatitis C Virus,"Detecting HCV RNA, in conjunction with licensed test for detecting antibodies to HCV",125045/0,"Roche Molecular Systems, Inc","Roche Molecular Systems, Inc P.O. Box 9002 4300 Hacienda Drive Pleasanton, California 94566-0990 License 1636",1636,2002-12-03,110
2002,Pediarix,https://wayback.archive-it.org/7993/20170112095354/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm146759.htm,"Diphtheria & Tetanus Toxoids & Acellular Pertussis Adsorbed, Hepatitis B (Recombinant) & Inactivated Poliovirus Vaccine Combined","Active immunization against diphtheria, tetanus, pertussis (whooping cough), all known subtypes of hepatitis B virus, and poliomyelitis caused by poliovirus Types 1, 2, and 3",103907/0,SmithKline Beecham Biologicals,"SmithKline Beecham Biologicals 89, rue de l'Institute B-1330 Rixensart BELGIUM License 1090",1090,2002-12-13,111
2002,COBAS AmpliScreen HIV-1 Test,https://wayback.archive-it.org/7993/20170112095354/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm093493.htm,Human Immunodeficiency Virus Type 1,Qualitative in vitro test for direct detection of HIV-1 RNA in human plasma from donations of whole blood and blood components for transfusion,125059/0,"Roche Molecular Systems, Inc","Roche Molecular Systems, Inc P.O. Box 9002 4300 Hacienda Drive Pleasanton, California 94566-0990 License 1636",1636,2002-12-20,112
2002,Aralast,https://wayback.archive-it.org/7993/20170112095354/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm074843.htm,Alpha-1 Proteinase Inhibitor (Human),Treatment for chronic replacement therapy (augmentation) in patients having congenital deficiency of Alpha-1-Proteinase Inhibitors with clinically evident emphysema,125039/0,Alpha Therapeutic Corp,"Alpha Therapeutic Corp 5555 Valley Blvd Los Angeles, CA 90032 License 0744",0744,2002-12-23,113
2003,Source Plasma,,,For further manufacturing,125064/0,"International BioResources, LLC","International BioResources, LLC7428 E. Stetson DriveSuite 110Scottsdale, AZ 85251License 1655",1655,2003-03-13,114
2003,EVICEL,https://wayback.archive-it.org/7993/20170112095341/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089269.htm,Fibrin Sealant (Human),"Adjunct to hemostasis in patients undergoing liver surgery, when control of bleeding by conventional surgical techniques is ineffective or impractical",125010/0,"OMRIX biopharmaceuticals, Ltd","OMRIX biopharmaceuticals, Ltd200 Chaussee De Waterloo1640 Rhode-St-Genese, MA 02142BELGIUMLicense 1603",1603,2003-03-21,115
2003,ORTHO Antibody to HBsAG ELISA Test System 3,,"Antibody to Hepatitis B Surface Antigen (Mouse Monoclonal) Enzyme-Linked Immunosorbent Assay (ELISA) (Antibody to HBsAg/Enzyme Immuno Assay (EIA), Version 3.0/Monoclonal)",Detection of hepatitis B surface antigen in human serum or plasma as a screening test and an aid in the diagnosis of potential hepatitis B infection,103901/0,"Ortho-Clinical Diagnostics, Inc","Ortho-Clinical Diagnostics, Inc1001 U.S. Highway 202P.O. Box 350Raritan, NJ 08869-0606License 1236",1236,2003-04-23,116
2003,Source Plasma,,,For further manufacturing,125074/0,DCI Biologicals Wilmington LLC,"DCI Biologicals Wilmington LLC509 West Aztec AveGallup, NMLicense 1660",1660,2003-05-27,117
2003,FluMist,https://wayback.archive-it.org/7993/20170112095341/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm094047.htm,"Influenza Virus Vaccine, Live, Intranasal","For active immunization for the prevention of disease caused by influenza A and B viruses in healthy children and adolescents, 5-17 years of age, and healthy adults, 18-49 years of age",125020/0,"MedImmune Vaccines, Inc","MedImmune Vaccines, Inc297 North Bernardo AveMountain View, CA 94043License 1652",1652,2003-06-17,118
2003,Source Plasma,,,For further manufacturing,125069/0,DCI Biologicals Texarkana LLC,"DCI Biologicals Texarkana LLC903 Arkansas BoulevardTexarkana, TX 71854License 1657",1657,2003-06-27,119
2003,Zemaira,https://wayback.archive-it.org/7993/20170112095341/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm077197.htm,Alpha-1-Proteinase Inhibitor (Human),Chronic augmentation and maintenance therapy in individuals with alpha 1-proteinase inhibitor deficiency and evidence of emphysema,125078/0,Aventis Behring LLC,"Aventis Behring LLC1020 First AvenueP.O. Box 61501King of Prussia, PA 19406-0901License 1281",1281,2003-07-08,120
2003,Advate,https://wayback.archive-it.org/7993/20170112095341/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089071.htm,"Antihemophilic Factor (Recombinant), Plasma/Albumin Free Method","Indicated in hemophilia A (classical hemophilia) for the prevention and control of bleeding episodes, and in the perioperative management of patients with hemophilia A",125063/0,Baxter Healthcare Corp,"Baxter Healthcare CorpOne Baxter WayWestlake Village, CA 91362License 0140",0140,2003-07-25,121
2003,Genetic Systems HIV-1/HIV-2 Plus O EIA,https://wayback.archive-it.org/7993/20170112095341/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm091151.htm,Human Immunodeficiency Virus Types 1 and 2 (HIV-1 and HIV-2/Enzyme Immunoassay (EIA)/Recombinant and Synthetic),For detection of antibodies to human immunodeficiency types 1 and 2,125030/0,"Bio-Rad Laboratories, Inc","Bio-Rad Laboratories, Inc4000 Alfred Nobel DriveHercules, CA 94547License 1109",1109,2003-08-05,122
2003,Source Plasma,,,For further manufacturing,125071/0,"Portsmouth Blood Plasma, LLC","Portsmouth Blood Plasma, LLC1128 Main StreetCincinnati, OH 45202License 1658",1658,2003-08-07,123
2003,Source Plasma,,,For further manufacturing,125032/0,BSC II,"BSC II3218 Azeele StreetTampa, FL 33609License 1619",1619,2003-08-11,124
2003,Gamunex,https://wayback.archive-it.org/7993/20170112095341/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089390.htm,"Immune Globulin Intravenous (Human), 10% by Chromatography Process",Indicated in primary humoral immunodeficiency and idiopathic thrombocytopenic purpura,125046/0,Bayer Corp,"Bayer Corp800 Dwight WayBerkeley, CA 94710License 0008",0008,2003-08-27,125
2003,BabyBIG,https://wayback.archive-it.org/7993/20170112095341/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089339.htm,Botulism Immune Globulin Intravenous (Human),Treatment of infant botulism caused by type A or type B Clostridium botulinum,125034/0,California Department of Health Services,"California Department of Health ServicesCato Research, Ltd200 Westpark Corporate CenterDurham, NC 22713-2280License 1622",1622,2003-10-23,126
2003,Tetanus and Diphtheria Toxoids Adsorbed For Adult Use,https://wayback.archive-it.org/7993/20170112095341/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm152800.htm,,Primary and booster immunization of persons 7 - 59 years of age against tetanus and diphtheria,103171/0,Aventis Pasteur Ltd,"Aventis Pasteur Ltd1755 Steeles Avenue WestToronto, OntarioLicense 1280",1280,2003-11-03,127
2003,Source Plasma,,,For further manufacturing,125079/0,"Hampton Blood Plasma, LLC","Hampton Blood Plasma, LLC1128 Main StreetCincinnati, OH 45202License 1686",1686,2003-12-08,128
2003,Flebogamma,https://wayback.archive-it.org/7993/20170112095341/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089383.htm,Immune Globulin Intravenous (Human),Replacement therapy in primary (inherited) humoral immune deficiency disorders,125077/0,"Instituto Grifols, SA","Instituto Grifols, SABarcelona, SpainLicense 1181",1181,2003-12-15,129
2004,Rhophylac,https://wayback.archive-it.org/7993/20170112095329/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089396.htm,Rho(D) Immune Globulin Intravenous (Human),"Routine antepartum and postpartum prevention of Rho(D) immunization in Rho(D)-negative women, for Rhesus prophylaxis in case of obstetric complications, for Rhesus prophylaxis in case of invasive procedures during pregnancy, and for the suppression of Rhesus immunization in Rho(D)-negative individuals transfused with Rho(D)-positive red blood cells (RBCs) or blood components containing Rho(D)-positive RBCs",125070/0,ZLB Bioplasma AG,"ZLB Bioplasma AG Wankdorfstrasse 10 Postfach, 3000 Bern 22 Switzerland License 1598",1598,2004-02-12,130
2004,Source Plasma,,,For further manufacture,125081/0,"Franklinton Blood Plasma, LLC","Franklinton Blood Plasma, LLC 1128 Main Street Cincinnati, OH 45202 License 1691",1691,2004-05-14,131
2004,OCTAGAM,https://wayback.archive-it.org/7993/20170112095329/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089386.htm,Immune Globulin Intravenous (Human),Treatment of primary immune deficient diseases,125062/0,OCTAPHARMA Pharmazeutika Produktionsges.m.b.H,OCTAPHARMA Pharmazeutika Produktionsges.m.b.H Oberlaaer Strasse 235 A-1100 Vienna Austria License 1646,1646,2004-05-21,132
2004,Source Plasma,,,For further manufacture,125082/0,DCI Biologicals Temple Terrace LLC,"DCI Biologicals Temple Terrace LLC 2051 Range Road Clearwater, FL 33765 License 1693",1693,2004-10-21,133
2005,Menactra,https://wayback.archive-it.org/7993/20170112095318/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm176044.htm,"Meningococcal Polysaccharide (Serogroups A, C, Y and W-135) Diphtheria Toxoid Conjugate Vaccine","For active immunization of adolescents and adults 11-55 years of age for the prevention of invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, Y and W-135",125089/0,Aventis Pasteur Inc,"Aventis Pasteur Inc Discovery Drive Swiftwater, PA 18370-0187 License 1277",1277,2005-01-14,134
2005,Vaccinia Immune Globulin Intravenous (Human),,,"For the treatment and modification of aberrant infections induced by vaccinia virus that include its accidental implantation in eyes (except in cases of isolated keratitis), mouth, or other areas where vaccinia infection would constitute a special hazard; eczema vaccinatum; progressive vaccinia; severe generalized vaccinia, and vaccinia infections in individuals who have skin conditions such as burns, impetigo, varicella-zoster, or poison ivy; or in individuals who have eczematous skin lesions because of either the activity or extensiveness of such lesions",125093/0,DynPort Vaccine Company LLC,"DynPort Vaccine Company LLC 64 Thomas Johnson Drive Frederick, MD 21702 License 1700",1700,2005-02-18,135
2005,Thrombin (Human) (For Further Manufacturing Use),,,For further manufacturing with FloSeal Matrix Hemostatic Sealant,125091/0,Baxter Healthcare Corp,"Baxter Healthcare Corp One Baxter Way Westlake Village, CA 91362 License 0140",0140,2005-02-18,136
2005,COBAS AmpliScreen HBV Test,https://wayback.archive-it.org/7993/20170112095318/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm077872.htm,Hepatitis B Virus (Hepatitis B Virus/Polymerase Chain Reaction/Blood Cell Derived),"Qualitative in vitro test for the direct detection of Hepatitis B Virus (HBV) DNA in human plasma from donations of Whole Blood and blood components for transfusion, and Source Plasma, as well as for testing individual plasma samples from other living donors and organ donors (when specimens are obtained while the donor's heart is still beating)",125090/0,"Roche Molecular Systems, Inc","Roche Molecular Systems, Inc 4300 Hacienda Drive Pleasanton, CA 94588-2722 License 1636",1636,2005-04-21,137
2005,Gammagard Liquid,https://wayback.archive-it.org/7993/20170112095318/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089392.htm,"Immune Globulin Intravenous (Human), 10% Solution",Liquid dosage form for primary immune deficiency,125105/0,Baxter HealthCare Corp,"Baxter HealthCare Corp One Baxter Way Westlake Village, CA 91362 License 140",140,2005-04-27,138
2005,Vaccinia Immune Globulin Intravenous (Human),https://wayback.archive-it.org/7993/20170112095318/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm179513.htm,,"Treatment and/or modification of the following conditions, which are complications resulting from smallpox vaccination: 


Eczema vaccinatum
Progressive vaccinia
Severe generalized vaccinia
Vaccinia infections in individuals who have skin conditions such as burns, impetigo, varicella-zoster, or poison ivy; or in individuals who have eczematous skin lesions because of either the activity or extensiveness of such lesions
Aberrant infections induced by vaccinia virus that include its accidental implantation in eyes (except in cases of isolated keratitis), mouth, or other areas where vaccinia infection would constitute a special hazard",125109/0,Cangene Corp,"Cangene Corp 104 Chancellor Matheson Road Winnipeg, Manitoba Canada R3T5Y3 License 1201",1201,2005-05-02,139
2005,Tetanus Toxoid Concentrate (For Further Manufacturing Use),,,"For further manufacture to Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis Vaccine Adsorbed under a shared manufacturing arrangement with GlaxoSmithKline Biologicals",125107/0,Chiron Behring GmbH &amp; Co,Chiron Behring GmbH & Co P.O. Box 1630 35006 Marburg Germany License 1222,1222,2005-05-03,140
2005,Boostrix,https://wayback.archive-it.org/7993/20170112095318/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm172925.htm,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis Vaccine, Adsorbed","Booster immunization against tetanus, diphtheria and pertussis as a single dose in adolescents 10-18 years of age",125106/0,GlaxoSmithKline Biologicals,GlaxoSmithKline Biologicals Rue de l'Institut 89 B1330 Rixensart Belgium License 1617,1617,2005-05-03,141
2005,Adacel,https://wayback.archive-it.org/7993/20170112095318/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm172481.htm,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis Vaccine, Adsorbed","Booster immunization against tetanus, diphtheria and pertussis as a single dose in individuals 11 through 64 years of age",125111/0,Aventis Pasteur Limited,"Aventis Pasteur Limited 1755 Steeles Avenue West Toronto, Ontario Canada MSR 3T4 License 1280",1280,2005-06-10,142
2005,Anti-Human Globulin Solidscreen II,https://wayback.archive-it.org/7993/20170112095318/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm134202.htm,"Anti-Human Globulin, Anti-IgG (Rabbit)",To detect the sensitization of Reagent Red Blood Cells by immunoglobulins (for exclusive use on the Tango Automated Analyzer),125098/0,Biotest AG,Biotest AG Landsteinerstrasse 5 D-63303 Dreieich Germany License 1702,1702,2005-07-26,143
2005,Component of Erytype S,https://wayback.archive-it.org/7993/20170112095318/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080620.htm,"Blood Grouping Reagent, Anti-A (Murine Monoclonal); Anti-B (Murine Monoclonal); Anti-A,B (Murine Monoclonal Blend); Anti-D (Monoclonal) (IgM)",To perform a single ABO Grouping and D Typing or label confirmation for donor ABO Grouping and/or D Typing (for exclusive use on the Tango Automated Analyzer),"125094/0,125095/0,125096/0,125097/0",Biotest AG,Biotest AG Landsteinerstrasse 5 D-63303 Dreieich Germany License 1702,1702,2005-07-26,144
