year,year_approval_count,drug_name,active_ingredient,approval_date,approved_use,drug_link,press_release,drug_trials_snapshot
2014,14,Entyvio,vedolizumab,2014-05-20,To treat adult patients with moderate to severe ulcerative colitis and adult patients with moderate to severe Crohn‘s diseasePress ReleaseDrug Trials Snapshot (Crohn's Disease)Drug Trials Snapshot (ulcerative colitis),http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125476&DrugName=ENTYVIO&ActiveIngred=VEDOLIZUMAB&SponsorApplicant=TAKEDA%20PHARMS%20USA&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,15,Dalvance,dalbavancin,2014-05-23,To treat adults with skin infectionsPress Release Drug Trials Snapshot,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=021883&DrugName=DALVANCE&ActiveIngred=DALBAVANCIN%20HYDROCHLORIDE&SponsorApplicant=DURATA%20THERAPS%20INTL&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,16,Jublia,efinaconazole,2014-06-06,Treat mild to moderate onychomycosis (fungal infection) No Press ReleaseDrug Trials Snapshot,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=203567&DrugName=JUBLIA&ActiveIngred=EFINACONAZOLE&SponsorApplicant=DOW%20PHARM&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,17,Sivextro (tablet)Sivextro (injection),tedizolid phosphate,2014-06-20,To treat adults with skin infectionsPress ReleaseDrug Trials Snapshot,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205435&DrugName=SIVEXTRO&ActiveIngred=TEDIXOLID%20PHOSPHATE&SponsorApplicant=CUBIST%20PHARMS&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,18,Beleodaq,belinostat,2014-07-03,To treat patients with peripheral T-cell lymphoma (PTCL) Press Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206256&DrugName=BELEODAQ&ActiveIngred=BELINOSTAT&SponsorApplicant=SPECTRUM%20PHARMS&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,19,Kerydin,tavaborole,2014-07-07,For the topical treatment of onychomycosis of the toenails (No Press Release),http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=204427&DrugName=KERYDIN&ActiveIngred=TAVABOROLE&SponsorApplicant=ANACOR%20PHARMS%20INC&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,20,Zydelig,idelalisib,2014-07-23,To treat patients with trhee types of blood cancersPress Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206545&DrugName=ZYDELIG&ActiveIngred=IDELALISIB&SponsorApplicant=GILEAD%20SCIENCES%20INC&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,,
2014,21,Striverdi Respimat,olodaterol,2014-07-31,To treat chronic obstructive pulmonary diseasePress Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=203108&DrugName=Striverdi%20Respimat&ActiveIngred=Olodaterol%20Respimat&SponsorApplicant=BOEHRINGER%20INGELHEIM&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,,
2014,22,Jardiance,empagliflozin,2014-08-01,To improve gylcemic control in adults with type 2 diabetesPress Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=204629&DrugName=JARDIANCE&ActiveIngred=EMPAGLIFLOZIN&SponsorApplicant=BOEHRINGER%20INGELHEIM&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,23,Orbactiv,oritavancin,2014-08-06,To treat adults with skin infectionsPress Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206334&DrugName=ORBACTIV&ActiveIngred=ORITAVANCIN%20DIPHOSPHATE&SponsorApplicant=MEDICINES%20CO&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,24,Belsomra,suvorexant,2014-08-13,To treat difficulty in falling and staying asleep (insomnia)Press Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=204569&DrugName=BELSOMRA&ActiveIngred=SUVOREXANT&SponsorApplicant=MERCK%20AND%20CO%20INC&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,25,Plegridy,peginterferon beta-1a,2014-08-15,For the treatment of patients with relapsing forms of multiple sclerosis,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125499&DrugName=PLEGRIDY&ActiveIngred=PEGINTERFERON%20BETA%2D1A&SponsorApplicant=BIOGEN%20IDEC%20INC&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,26,Cerdelga,eliglustat,2014-08-19,For the long-term treatment of adult patients with the Type 1 form of Gaucher diseasePress Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205494&DrugName=CERDELGA&ActiveIngred=ELIGLUSTAT&SponsorApplicant=GENZYME%20CORP&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,27,Keytruda,pembrolizumab,2014-09-04,For treatment of patients with advanced or unresectable melanoma who are no longer responding to other drugs.Press Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125514&DrugName=KEYTRUDA&ActiveIngred=PEMBROLIZUMAB&SponsorApplicant=MERCK%20SHARP%20DOHME&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,,
2014,28,Movantik,naloxegol,2014-09-16,To treat opioid-induced constipation in adults with chronic non-cancer pain.Press Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=204760&DrugName=MOVANTIK&ActiveIngred=NALOXEGOL&SponsorApplicant=ASTRAZENECA%20PHARMS&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,29,Trulicity,dulaglutide,2014-09-18,To treat adults with type 2 diabetes.Press Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125469&DrugName=TRULICITY&ActiveIngred=DULAGLUTIDE&SponsorApplicant=ELI%20LILLY%20AND%20CO&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,30,Harvoni,ledipasvir/sofosbuvir,2014-10-10,To treat chronic hepatitis C virus (HCV) genotype 1 infectionPress Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205834&DrugName=HARVONI&ActiveIngred=LEDIPASVIR%3B%20SOFOSBUVIR&SponsorApplicant=GILEAD%20SCIENCES%20INC&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,31,Akynzeo,netupitant and palonosetron,2014-10-10,To treat nausea and vomiting in patients undergoing cancer chemotherapyPress Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205718&DrugName=AKYNZEO&ActiveIngred=NETUPITANT%3B%20PALONOSETRON%20HYDROCHLORIDE&SponsorApplicant=HELSINN%20HLTHCARE&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,32,Lumason,sulfur hexafluoride lipid microsphere,2014-10-10,For patients whose ultrasound image of the heart (echocardiograms) are hard to see with ultrasound wavesPress Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=203684&DrugName=LUMASON&ActiveIngred=SULFUR%20HEXAFLUORIDE%20LIPID%2DTYPE%20A%20MICROSPHERES&SponsorApplicant=BRACCO&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,33,Ofev,nintedanib,2014-10-15,For the treatment of idiopathic pulmonary fibrosis (IPF)Press Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205832&DrugName=OFEV&ActiveIngred=NINTEDANIB&SponsorApplicant=BOEHRINGER%20INGELHEIM&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,34,Esbriet,pirfenidone,2014-10-15,For the treatment of idiopathic pulmonary fibrosis (IPF)Press Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=022535&DrugName=ESBRIET&ActiveIngred=PIRFENIDONE&SponsorApplicant=INTERMUNE%20INC&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,35,Blincyto,blinatumomab,2014-12-03,To treat patients with Philadelphia chromosome-negative precursor B-cell acute lymphoblastic leukemia (B-cell ALL)Press Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125557&DrugName=BLINCYTO&ActiveIngred=BLINATUMOMAB&SponsorApplicant=AMGEN&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,,
2014,36,Xtoro,finafloxacin otic suspension,2014-12-17,"To treat acute otitis externa, commonly known as swimmer’s earPress Release",http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206307&DrugName=XTORO&ActiveIngred=FINAFLOXACIN&SponsorApplicant=ALCON%20RES%20LTD&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,,
2014,37,Lynparza,olaparib,2014-12-19,To treat advanced ovarian cancerPress Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206162&DrugName=LYNPARZA&ActiveIngred=OLAPARIB&SponsorApplicant=ASTRAZENECA%20LP&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,,
2014,38,Viekira Pak,"(ombitasvir, paritaprevir and ritonavir tablets co-packaged with dasabuvir tablets)",2014-12-19,"To treat patients with chronic hepatitis C virus (HCV) genotype 1 infection, including those with a type of advanced liver disease called cirrhosisPress Release",http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206619&DrugName=VIEKIRA%20PAK&ActiveIngred=OMBITASIVR%3B%20PARITAPREVIR%3B%20RITONAVIR%3B%20DASABUVIR&SponsorApplicant=ABBVIE%20INC&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,,
2014,39,Zerbaxa,ceftolozane/tazobactam,2014-12-19,To treat adults with complicated intra-abdominal infections (cIAI) and complicated urinary tract infections (cUTI)Press Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206829&DrugName=ZERBAXA&ActiveIngred=CEFTOLOZANE%3BTAZOBACTAM&SponsorApplicant=CUBIST%20PHARMS%20INC&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,,
2014,40,Rapivab,peramivir,2014-12-19,To treat influenza infection in adultsPress Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206426&DrugName=RAPIVAB&ActiveIngred=PERAMIVIR&SponsorApplicant=BIOCRYST%20PHARMACEUTICALS%20INC&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,41,Opdivo,nivolumab,2014-12-22,To treat patients with unresectable (cannot be removed by surgery) or metastatic (advanced) melanoma who no longer respond to other drugsPress Release,http://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125554&DrugName=OPDIVO&ActiveIngred=NIVOLUMAB&SponsorApplicant=BRISTOL%20MYERS%20SQUIBB&ProductMktStatus=1&goto=Search.DrugDetails,,
2015,1,Savaysa,edoxaban,2015-01-08,To reduce the risk of stroke and dangerous blood clots (systemic embolism) in patients with atrial fibrillation that is not caused by a heart valve problemDrug Trials Snapshot (atrial fibrillation) Drug Trials Snapshot (venous thromboembolism),http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206316,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-savaysa-edoxaban-treatment-venous-thromboembolism-vte
2015,2,Cosentyx,secukinumab,2015-01-21,To treat adults with moderate-to-severe plaque psoriasisDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125504,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-cosentyx-secukinumab
2015,3,Natpara,parathyroid horomone,2015-01-23,To control hypocalcemia (low blood calcium levels) in patients with hypoparathyroidismDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125511,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-natpara-parathyroid-hormone
2015,4,Ibrance,palbociclib,2015-02-03,To treat advanced (metastatic) breast cancerDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207103,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-ibrance-palbociclib
2015,5,Lenvima,lenvatinib,2015-02-13,"To treat patients with progressive, differentiated thyroid cancer (DTC) whose disease progressed despite receiving radioactive iodine therapy (radioactive iodine refractory disease).Drug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206947,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-lenvima
2015,6,Farydak,panobinostat,2015-02-23,To treat patients with multiple myelomaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205353,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-farydak-panobinostat
2015,7,Avycaz,ceftazidime-avibactam,2015-02-25,"To treat adults with complicated intra-abdominal infections (cIAI), in combination with metronidazole, and complicated urinary tract infections (cUTI), including kidney infections (pyelonephritis), who have limited or no alternative treatment options.Drug Trials Snaphot (cIAI)",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206494,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-avycaz-ciai
2015,8,Cresembacapsuleinjection,isavuconazonium sulfate,2015-03-06,"To treat adults with invasive aspergillosis and invasive mucormycosis, rare but serious infectionsDrug Trials Snapshot (aspergillosis)Drug Trials Snapshot (mucormycosis)",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207500,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-cresemba-mucormycosis
2015,9,Unituxin,dinutuximab,2015-03-10,To treat pediatric patients with high-risk neuroblastomaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125516,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-unituxin
2015,10,Cholbam,cholic acid,2015-03-17,"To treat pediatric and adult patients with bile acid synthesis disorders due to single enzyme defects, and for patients with peroxisomal disordersDrug Trials Snapshot (bile acid synthesis disorders)Drug Trials Snapshot (peroxisomal disorders)",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205750,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-cholbam-peroxisomal-disorders
